*Frequency 	VF1-abs (dB)	VF1-phase (deg)
1.22913617306017	-22.308710544151	83.508975437482
1.23111890396378	-22.2948889749981	83.4985937024837
1.23310483322891	-22.2810679746007	83.4881956475729
1.23509396601486	-22.2672475447475	83.4777812484574
1.23708630748927	-22.2534276872336	83.4673504808164
1.2390818628281	-22.2396084038596	83.4569033202989
1.24108063721565	-22.2257896964312	83.4464397425245
1.24308263584462	-22.2119715667598	83.4359597230832
1.24508786391605	-22.1981540166622	83.4254632375351
1.24709632663939	-22.184337047961	83.414950261411
1.24910802923248	-22.1705206624843	83.404420770212
1.25112297692159	-22.1567048620658	83.3938747394094
1.25314117494142	-22.1428896485446	83.383312144445
1.25516262853509	-22.1290750237657	83.372732960731
1.25718734295421	-22.1152609895794	83.3621371636499
1.25921532345884	-22.1014475478421	83.3515247285546
1.26124657531754	-22.0876347004156	83.3408956307684
1.26328110380736	-22.0738224491677	83.3302498455849
1.26531891421386	-22.0600107959713	83.3195873482682
1.26736001183113	-22.0461997427054	83.3089081140524
1.2694044019618	-22.0323892912548	83.2982121181423
1.27145208991706	-22.0185794435098	83.287499335713
1.27350308101666	-22.0047702013669	83.2767697419099
1.27555738058893	-21.9909615667279	83.2660233118487
1.2776149939708	-21.9771535415004	83.2552600206155
1.2796759265078	-21.9633461275987	83.2444798432671
1.28174018355409	-21.9495393269415	83.2336827548299
1.28380777047248	-21.9357331414545	83.2228687303014
1.2858786926344	-21.921927573069	83.2120377446491
1.28795295541997	-21.9081226237221	83.2011897728112
1.29003056421799	-21.8943182953566	83.1903247896957
1.29211152442593	-21.8805145899214	83.1794427701814
1.29419584144999	-21.8667115093713	83.1685436891171
1.29628352070507	-21.8529090556673	83.1576275213227
1.29837456761482	-21.8391072307759	83.1466942415875
1.30046898761164	-21.8253060366703	83.1357438246721
1.30256678613669	-21.8115054753285	83.1247762453066
1.3046679686399	-21.7977055487359	83.1137914781922
1.30677254057999	-21.7839062588832	83.1027894980001
1.3088805074245	-21.7701076077673	83.0917702793723
1.31099187464978	-21.756309597391	83.0807337969206
1.31310664774101	-21.7425122297637	83.0696800252277
1.31522483219224	-21.7287155068999	83.0586089388461
1.31734643350635	-21.7149194308214	83.0475205122995
1.31947145719512	-21.7011240035556	83.0364147200817
1.32159990877921	-21.6873292271357	83.0252915366563
1.32373179378819	-21.673535103602	83.0141509364584
1.32586711776056	-21.6597416349999	83.0029928938926
1.32800588624373	-21.6459488233822	82.9918173833347
1.33014810479408	-21.6321566708066	82.9806243791301
1.33229377897694	-21.6183651793384	82.9694138555955
1.33444291436663	-21.604574351048	82.9581857870174
1.33659551654644	-21.5907841880128	82.9469401476531
1.3387515911087	-21.5769946923164	82.9356769117302
1.34091114365473	-21.5632058660484	82.9243960534469
1.3430741797949	-21.5494177113052	82.9130975469718
1.34524070514863	-21.535630230189	82.901781366444
1.3474107253444	-21.521843424809	82.8904474859732
1.34958424601978	-21.5080572972804	82.8790958796393
1.35176127282142	-21.4942718497249	82.8677265214933
1.35394181140507	-21.4804870842704	82.8563393855559
1.35612586743565	-21.4667030030519	82.8449344458192
1.35831344658715	-21.4529196082098	82.8335116762449
1.36050455454278	-21.439136901892	82.8220710507661
1.36269919699487	-21.4253548862524	82.810612543286
1.36489737964495	-21.4115735634517	82.7991361276786
1.36709910820375	-21.3977929356569	82.7876417777885
1.36930438839121	-21.3840130050413	82.7761294674302
1.37151322593649	-21.3702337737854	82.7645991703898
1.37372562657799	-21.3564552440759	82.7530508604235
1.37594159606339	-21.3426774181062	82.7414845112582
1.37816114014961	-21.3289002980764	82.7299000965914
1.38038426460288	-21.3151238861931	82.7182975900911
1.38261097519873	-21.3013481846694	82.7066769653963
1.38484127772198	-21.2875731957256	82.6950381961165
1.38707517796682	-21.2737989215883	82.6833812558318
1.38931268173676	-21.2600253644913	82.6717061180934
1.39155379484467	-21.2462525266741	82.6600127564222
1.39379852311282	-21.2324804103841	82.6483011443111
1.39604687237286	-21.2187090178749	82.6365712552229
1.39829884846584	-21.2049383514072	82.6248230625916
1.40055445724223	-21.1911684132483	82.6130565398217
1.40281370456196	-21.177399205672	82.6012716602884
1.40507659629439	-21.1636307309595	82.5894683973377
1.40734313831835	-21.1498629913991	82.5776467242871
1.40961333652217	-21.136095989285	82.565806614424
1.41188719680366	-21.1223297269193	82.5539480410071
1.41416472507015	-21.1085642066104	82.5420709772658
1.41644592723851	-21.0947994306741	82.5301753964007
1.41873080923514	-21.081035401433	82.518261271583
1.42101937699601	-21.0672721212163	82.5063285759547
1.42331163646664	-21.0535095923609	82.4943772826291
1.42560759360219	-21.0397478172101	82.4824073646899
1.42790725436738	-21.0259867981145	82.4704187951924
1.43021062473656	-21.0122265374324	82.4584115471627
1.43251771069375	-20.9984670375278	82.4463855935975
1.43482851823259	-20.9847083007731	82.434340907465
1.43714305335639	-20.9709503295471	82.4222774617042
1.43946132207816	-20.957193126236	82.4101952292252
1.4417833304206	-20.9434366932332	82.3980941829093
1.44410908441612	-20.929681032939	82.3859742956085
1.44643859010688	-20.9159261477614	82.3738355401466
1.44877185354476	-20.9021720401152	82.3616778893178
1.45110888079143	-20.8884187124224	82.3495013158879
1.45344967791831	-20.8746661671128	82.3373057925939
1.45579425100665	-20.8609144066231	82.325091292144
1.45814260614747	-20.847163433397	82.3128577872173
1.46049474944163	-20.833413249886	82.3006052504643
1.46285068699985	-20.819663858549	82.2883336545072
1.46521042494269	-20.805915261852	82.276042971939
1.46757396940058	-20.7921674622684	82.2637331753241
1.46994132651385	-20.7784204622792	82.2514042371985
1.47231250243272	-20.7646742643723	82.239056130069
1.47468750331735	-20.7509288710439	82.2266888264146
1.47706633533782	-20.7371842847968	82.214302298685
1.47944900467418	-20.7234405081422	82.201896519302
1.48183551751643	-20.7096975435977	82.189471460658
1.48422588006457	-20.6959553936895	82.1770270951179
1.4866200985286	-20.6822140609506	82.1645633950173
1.48901817912853	-20.6684735479221	82.152080332664
1.4914201280944	-20.6547338571523	82.1395778803367
1.49382595166631	-20.6409949911968	82.1270560102859
1.49623565609443	-20.6272569526201	82.1145146947346
1.498649247639	-20.6135197439929	82.1019539058761
1.50106673257037	-20.5997833678946	82.0893736158764
1.50348811716899	-20.5860478269117	82.0767737968726
1.50591340772544	-20.5723131236385	82.0641544209738
1.50834261054048	-20.5585792606773	82.0515154602611
1.51077573192499	-20.5448462406381	82.038856886787
1.51321277820007	-20.5311140661383	82.026178672576
1.51565375569698	-20.5173827398037	82.0134807896246
1.51809867075721	-20.5036522642672	82.0007632099008
1.5205475297325	-20.4899226421704	81.9880259053451
1.52300033898479	-20.476193876162	81.9752688478696
1.52545710488632	-20.4624659688989	81.9624920093582
1.52791783381961	-20.448738923046	81.9496953616673
1.53038253217744	-20.4350127412759	81.9368788766251
1.53285120636294	-20.4212874262694	81.9240425260319
1.53532386278954	-20.4075629807149	81.91118628166
1.53780050788105	-20.3938394073094	81.8983101152543
1.54028114807161	-20.3801167087574	81.8854139985317
1.54276578980576	-20.3663948877714	81.8724979031807
1.54525443953841	-20.3526739470723	81.8595618008631
1.54774710373492	-20.3389538893886	81.8466056632119
1.55024378887104	-20.3252347174575	81.8336294618335
1.552744501433	-20.3115164340243	81.8206331683064
1.55524924791747	-20.2977990418414	81.8076167541806
1.5577580348316	-20.2840825436707	81.7945801909798
1.56027086869306	-20.2703669422818	81.7815234501997
1.56278775603001	-20.2566522404518	81.7684465033078
1.56530870338115	-20.2429384409673	81.7553493217455
1.56783371729573	-20.2292255466223	81.742231876926
1.57036280433355	-20.2155135602189	81.7290941402348
1.57289597106502	-20.2018024845686	81.7159360830312
1.57543322407111	-20.18809232249	81.702757676646
1.57797456994344	-20.1743830768106	81.6895588923837
1.58052001528426	-20.1606747503663	81.676339701521
1.58306956670644	-20.1469673460012	81.6631000753075
1.58562323083355	-20.1332608665679	81.6498399849662
1.58818101429983	-20.1195553149275	81.6365594016925
1.59074292375022	-20.1058506939492	81.6232582966546
1.59330896584039	-20.0921470065113	81.6099366409946
1.59587914723673	-20.0784442555001	81.5965944058269
1.59845347461641	-20.0647424438106	81.583231562239
1.60103195466733	-20.0510415743464	81.569848081292
1.60361459408822	-20.0373416500191	81.5564439340196
1.6062013995886	-20.0236426737498	81.5430190914292
1.6087923778888	-20.0099446484679	81.5295735245018
1.61138753572	-19.9962475771109	81.5161072041905
1.61398687982426	-19.9825514626256	81.5026201014231
1.61659041695447	-19.9688563079672	81.4891121871
1.61919815387445	-19.9551621160994	81.4755834320951
1.62181009735893	-19.9414688899953	81.4620338072566
1.62442625419354	-19.9277766326358	81.4484632834051
1.62704663117489	-19.9140853470117	81.434871831336
1.62967123511053	-19.9003950361213	81.4212594218172
1.63230007281899	-19.8867057029728	81.4076260255912
1.63493315112983	-19.8730173505829	81.393971613374
1.63757047688358	-19.859329981977	81.3802961558554
1.64021205693185	-19.845643600189	81.3665996236984
1.64285789813727	-19.8319582082628	81.3528819875412
1.64550800737356	-19.8182738092504	81.3391432179951
1.64816239152551	-19.8045904062131	81.3253832856457
1.65082105748903	-19.7909080022209	81.3116021610524
1.65348401217115	-19.7772266003531	81.2977998147492
1.65615126249005	-19.7635462036977	81.2839762172437
1.65882281537504	-19.749866815352	81.2701313390181
1.66149867776666	-19.7361884384225	81.256265150529
1.66417885661658	-19.7225110760244	81.2423776222071
1.66686335888775	-19.7088347312822	81.2284687244573
1.6695521915543	-19.6951594073297	81.2145384276597
1.67224536160164	-19.6814851073096	81.2005867021681
1.67494287602644	-19.6678118343742	81.1866135183115
1.67764474183665	-19.6541395916845	81.1726188463931
1.68035096605153	-19.6404683824109	81.1586026566907
1.68306155570166	-19.6267982097335	81.1445649194575
1.68577651782898	-19.613129076841	81.1305056049209
1.68849585948675	-19.5994609869318	81.1164246832832
1.69121958773965	-19.5857939432139	81.1023221247222
1.69394770966373	-19.572127948904	81.0881978993899
1.69668023234646	-19.5584630072287	81.074051977414
1.69941716288675	-19.5447991214238	81.059884328897
1.70215850839495	-19.5311362947345	81.0456949239165
1.70490427599289	-19.5174745304155	81.0314837325254
1.70765447281387	-19.5038138317311	81.0172507247521
1.71040910600273	-19.4901542019549	81.0029958706003
1.71316818271581	-19.4764956443703	80.9887191400489
1.71593171012099	-19.4628381622702	80.9744205030528
1.71869969539774	-19.4491817589564	80.9600999295414
1.72147214573708	-19.4355264377415	80.9457573894212
1.72424906834164	-19.4218722019471	80.9313928525736
1.72703047042569	-19.4082190549039	80.9170062888553
1.7298163592151	-19.3945669999533	80.9025976680996
1.73260674194743	-19.3809160404456	80.8881669601154
1.7354016258719	-19.3672661797413	80.8737141346876
1.73820101824941	-19.3536174212106	80.8592391615773
1.74100492635261	-19.3399697682336	80.8447420105216
1.74381335746584	-19.3263232241996	80.8302226512336
1.74662631888522	-19.312677792508	80.8156810534025
1.74944381791862	-19.2990334765685	80.8011171866945
1.75226586188571	-19.2853902797999	80.7865310207513
1.75509245811797	-19.271748205632	80.7719225251924
1.75792361395869	-19.2581072575032	80.7572916696121
1.76075933676303	-19.244467438863	80.742638423583
1.763599633898	-19.2308287531701	80.7279627566531
1.76644451274248	-19.2171912038935	80.7132646383477
1.76929398068728	-19.203554794512	80.6985440381689
1.77214804513512	-19.1899195285155	80.6838009255963
1.77500671350065	-19.1762854094021	80.669035270085
1.77786999321051	-19.1626524406815	80.6542470410687
1.78073789170329	-19.1490206258731	80.6394362079575
1.7836104164296	-19.1353899685061	80.6246027401386
1.78648757485205	-19.1217604721207	80.6097466069773
1.7893693744453	-19.1081321402664	80.5948677778153
1.79225582269607	-19.0945049765036	80.5799662219726
1.79514692710316	-19.0808789844021	80.5650419087458
1.79804269517744	-19.0672541675432	80.5500948074103
1.80094313444192	-19.0536305295176	80.5351248872184
1.80384825243175	-19.0400080739266	80.5201321174003
1.80675805669422	-19.0263868043817	80.505116467164
1.80967255478879	-19.0127667245051	80.4900779056961
1.81259175428714	-18.9991478379291	80.4750164021605
1.81551566277314	-18.9855301482966	80.4599319256996
1.81844428784289	-18.9719136592611	80.4448244454341
1.82137763710478	-18.9582983744863	80.4296939304626
1.82431571817943	-18.9446842976462	80.4145403498622
1.82725853869977	-18.9310714324262	80.3993636726891
1.83020610631106	-18.9174597825213	80.3841638679772
1.83315842867085	-18.9038493516377	80.3689409047395
1.8361155134491	-18.8902401434918	80.3536947519678
1.83907736832808	-18.8766321618113	80.3384253786327
1.84204400100251	-18.8630254103338	80.3231327536834
1.84501541917947	-18.849419892808	80.3078168460486
1.84799163057852	-18.8358156129931	80.2924776246356
1.85097264293165	-18.8222125746594	80.2771150583315
1.85395846398331	-18.8086107815875	80.2617291160019
1.85694910149046	-18.7950102375692	80.2463197664928
1.85994456322258	-18.7814109464073	80.2308869786292
1.86294485696165	-18.7678129119146	80.2154307212152
1.86594999050225	-18.7542161379156	80.1999509630353
1.86895997165149	-18.7406206282454	80.1844476728534
1.8719748082291	-18.7270263867498	80.1689208194133
1.87499450806742	-18.7134334172861	80.153370371439
1.87801907901141	-18.6998417237221	80.1377962976343
1.8810485289187	-18.686251309937	80.1221985666835
1.8840828656596	-18.6726621798207	80.1065771472509
1.88712209711709	-18.6590743372741	80.0909320079807
1.8901662311869	-18.6454877862098	80.0752631174989
1.89321527577747	-18.6319025305505	80.0595704444105
1.89626923881	-18.6183185742313	80.0438539573025
1.89932812821848	-18.6047359211975	80.028113624742
1.9023919519497	-18.5911545754056	80.0123494152768
1.90546071796325	-18.5775745408242	79.9965612974363
1.90853443423157	-18.5639958214322	79.9807492397307
1.91161310873998	-18.5504184212203	79.9649132106513
1.91469674948664	-18.5368423441905	79.9490531786709
1.91778536448265	-18.5232675943557	79.9331691122434
1.92087896175202	-18.5096941757406	79.9172609798046
1.92397754933168	-18.4961220923811	79.9013287497719
1.92708113527157	-18.4825513483247	79.8853723905441
1.93018972763458	-18.4689819476299	79.8693918705022
1.93330333449661	-18.4554138943672	79.853387158009
1.93642196394661	-18.4418471926181	79.8373582214092
1.93954562408655	-18.4282818464761	79.8213050290303
1.94267432303149	-18.4147178600461	79.8052275491817
1.94580806890957	-18.4011552374444	79.7891257501551
1.94894686986205	-18.3875939827988	79.7729996002247
1.95209073404331	-18.3740341002492	79.7568490676479
1.95523966962089	-18.3604755939467	79.7406741206642
1.95839368477551	-18.3469184680541	79.7244747274961
1.96155278770108	-18.3333627267466	79.7082508563497
1.96471698660474	-18.3198083742105	79.6920024754139
1.96788628970684	-18.3062554146436	79.6757295528603
1.97106070524103	-18.2927038522559	79.659432056844
1.97424024145422	-18.2791536912697	79.6431099555047
1.9774249066066	-18.2656049359185	79.6267632169646
1.98061470897174	-18.2520575904473	79.6103918093293
1.98380965683651	-18.2385116591141	79.5939957006895
1.98700975850116	-18.2249671461883	79.5775748591192
1.99021502227934	-18.2114240559509	79.5611292526763
1.99342545649809	-18.1978823926954	79.5446588494032
1.99664106949792	-18.1843421607271	79.5281636173264
1.99986186963274	-18.1708033643634	79.5116435244574
2.00308786526999	-18.1572660079337	79.4950985387917
2.00631906479057	-18.1437300957795	79.4785286283098
2.00955547658892	-18.1301956322546	79.4619337609772
2.012797109073	-18.1166626217249	79.4453139047443
2.01604397066436	-18.1031310685681	79.4286690275463
2.01929606979812	-18.0896009771747	79.4119990973041
2.022553414923	-18.0760723519472	79.3953040819241
2.02581601450136	-18.0625451972999	79.3785839492972
2.02908387700921	-18.0490195176602	79.3618386673013
2.03235701093622	-18.0354953174676	79.3450682037995
2.03563542478578	-18.0219726011733	79.3282725266403
2.03891912707498	-18.0084513732418	79.3114516036594
2.04220812633464	-17.9949316381491	79.2946054026774
2.04550243110935	-17.9814134003847	79.2777338915026
2.0488020499575	-17.9678966644496	79.2608370379286
2.05210699145127	-17.9543814348577	79.2439148097363
2.05541726417666	-17.9408677161355	79.2269671746931
2.05873287673353	-17.9273555128218	79.2099941005534
2.06205383773561	-17.9138448294683	79.1929955550587
2.06538015581053	-17.9003356706388	79.1759715059373
2.06871183959983	-17.8868280409103	79.1589219209055
2.072048897759	-17.8733219448722	79.1418467676665
2.07539133895749	-17.8598173871263	79.1247460139112
2.07873917187871	-17.8463143722878	79.1076196273187
2.08209240522012	-17.832812904984	79.0904675755555
2.08545104769317	-17.8193129898551	79.0732898262761
2.08881510802339	-17.8058146315546	79.056086347124
2.09218459495037	-17.7923178347481	79.0388571057303
2.09555951722781	-17.7788226041146	79.0216020697147
2.09893988362352	-17.7653289443458	79.0043212066861
2.10232570291946	-17.7518368601462	78.9870144842414
2.10571698391175	-17.7383463562336	78.9696818699675
2.10911373541071	-17.724857437338	78.952323331439
2.11251596624085	-17.7113701082036	78.9349388362214
2.11592368524095	-17.6978843735864	78.9175283518683
2.11933690126401	-17.6844002382564	78.900091845924
2.12275562317733	-17.6709177069962	78.8826292859218
2.12617985986252	-17.6574367846013	78.8651406393846
2.12960962021551	-17.6439574758809	78.8476258738264
2.13304491314658	-17.6304797856575	78.8300849567513
2.13648574758037	-17.617003718766	78.8125178556529
2.13993213245594	-17.6035292800547	78.7949245380155
2.14338407672676	-17.5900564743859	78.7773049713153
2.14684158936074	-17.5765853066345	78.7596591230179
2.15030467934026	-17.5631157816891	78.7419869605814
2.15377335566218	-17.5496479044511	78.7242884514536
2.15724762733788	-17.5361816798358	78.7065635630747
2.16072750339329	-17.5227171127718	78.6888122628762
2.16421299286887	-17.5092542082011	78.6710345182814
2.16770410481969	-17.4957929710788	78.6532302967052
2.17120084831542	-17.4823334063742	78.635399565555
2.17470323244035	-17.4688755190697	78.6175422922301
2.17821126629344	-17.4554193141611	78.5996584441223
2.1817249589883	-17.4419647966576	78.5817479886155
2.18524431965328	-17.4285119715831	78.5638108930876
2.18876935743142	-17.4150608439738	78.5458471249082
2.19230008148053	-17.4016114188801	78.5278566514404
2.19583650097319	-17.3881637013662	78.5098394400405
2.19937862509677	-17.3747176965102	78.491795458059
2.20292646305346	-17.3612734094034	78.4737246728388
2.20648002406029	-17.3478308451511	78.4556270517176
2.21003931734918	-17.3343900088728	78.437502562027
2.21360435216693	-17.3209509057013	78.419351171092
2.21717513777523	-17.3075135407831	78.4011728462327
2.22075168345075	-17.2940779192795	78.3829675547638
2.22433399848511	-17.2806440463647	78.364735263994
2.22792209218491	-17.2672119272272	78.3464759412276
2.23151597387177	-17.2537815670703	78.3281895537644
2.23511565288234	-17.24035297111	78.3098760688982
2.23872113856834	-17.2269261445767	78.2915354539191
2.24233244029657	-17.2135010927157	78.2731676761132
2.24594956744895	-17.2000778207854	78.2547727027618
2.24957252942252	-17.1866563340586	78.2363505011424
2.25320133562948	-17.1732366378226	78.2179010385291
2.25683599549723	-17.1598187373783	78.1994242821919
2.26047651846834	-17.1464026380413	78.1809201993981
2.26412291400066	-17.1329883451415	78.1623887574116
2.26777519156726	-17.1195758640221	78.1438299234925
2.27143336065651	-17.106165200042	78.1252436648996
2.27509743077207	-17.0927563585733	78.106629948888
2.27876741143295	-17.0793493450032	78.0879887427111
2.2824433121735	-17.0659441647327	78.0693200136198
2.28612514254346	-17.0525408231777	78.050623728863
2.28981291210797	-17.0391393257678	78.0318998556876
2.29350663044759	-17.0257396779479	78.0131483613395
2.29720630715835	-17.0123418851772	77.9943692130634
2.30091195185176	-16.9989459529295	77.9755623781026
2.30462357415482	-16.9855518866923	77.9567278236987
2.30834118371007	-16.9721596919684	77.9378655170931
2.31206479017559	-16.9587693742753	77.9189754255273
2.31579440322507	-16.9453809391451	77.9000575162419
2.31953003254778	-16.9319943921243	77.8811117564775
2.32327168784863	-16.9186097387743	77.8621381134749
2.32701937884816	-16.9052269846709	77.8431365544748
2.33077311528264	-16.8918461354053	77.8241070467191
2.33453290690399	-16.8784671965827	77.8050495574498
2.33829876347991	-16.8650901738234	77.7859640539102
2.34207069479383	-16.8517150727632	77.7668505033454
2.34584871064495	-16.8383418990517	77.7477088730006
2.34963282084831	-16.8249706583541	77.7285391301237
2.35342303523476	-16.8116013563505	77.7093412419645
2.35721936365101	-16.7982339987352	77.6901151757735
2.36102181595966	-16.7848685912188	77.6708608988056
2.36483040203922	-16.7715051395255	77.6515783783162
2.36864513178414	-16.7581436493955	77.6322675815647
2.37246601510481	-16.7447841265839	77.6129284758135
2.37629306192762	-16.7314265768606	77.5935610283274
2.38012628219499	-16.7180710060106	77.574165206375
2.38396568586534	-16.7047174198347	77.554740977229
2.38781128291318	-16.6913658241484	77.5352883081659
2.3916630833291	-16.6780162247821	77.5158071664654
2.39552109711983	-16.6646686275817	77.4962975194123
2.3993853343082	-16.651323038409	77.4767593342964
2.40325580493324	-16.6379794631403	77.457192578412
2.40713251905017	-16.6246379076675	77.4375972190579
2.41101548673041	-16.6112983778974	77.4179732235382
2.41490471806165	-16.5979608797533	77.398320559164
2.41880022314784	-16.5846254191727	77.3786391932507
2.42270201210924	-16.5712920021092	77.3589290931199
2.42661009508242	-16.5579606345319	77.3391902261005
2.4305244822203	-16.544631322425	77.3194225595265
2.4344451836922	-16.5313040717885	77.2996260607397
2.43837220968383	-16.5179788886381	77.2798006970887
2.44230557039732	-16.5046557790042	77.2599464359284
2.44624527605128	-16.4913347489343	77.2400632446231
2.45019133688078	-16.4780158044906	77.2201510905437
2.45414376313743	-16.4646989517503	77.2002099410678
2.45810256508934	-16.4513841968081	77.1802397635843
2.46206775302122	-16.4380715457725	77.1602405254877
2.46603933723434	-16.4247610047693	77.1402121941832
