# Acquisizione Analog Discovery 2
# Timestamp 2025-10-02 09:42:58
# time	ch1
-1.078067199999999948e-01	-5.795453941447225449e-02
-1.077803999999999984e-01	5.010784916566628500e-01
-1.077540799999999882e-01	1.004578440171062681e+00
-1.077277599999999919e-01	-4.837081723494426888e-01
-1.077014399999999955e-01	5.311162569899829239e-02
-1.076751199999999992e-01	5.751226017323098905e-01
-1.076487999999999889e-01	1.123049016292097857e+00
-1.076224799999999926e-01	-3.689398017321897649e-01
-1.075961599999999962e-01	1.604755853086864692e-01
-1.075698399999999999e-01	7.084019998684745190e-01
-1.075435199999999897e-01	-8.058000511785072817e-01
-1.075171999999999933e-01	-2.652780476262839304e-01
-1.074908799999999970e-01	2.826483669335040916e-01
-1.074645600000000006e-01	7.972549319592509010e-01
-1.074382399999999904e-01	-7.021382970726014472e-01
-1.074119199999999941e-01	-1.616162935203780959e-01
-1.073855999999999977e-01	3.863101210394099261e-01
-1.073592800000000014e-01	9.194277135840684956e-01
-1.073329599999999912e-01	-6.058809539742602279e-01
-1.073066399999999948e-01	-5.795453941447225449e-02
-1.072803199999999985e-01	5.010784916566628500e-01
-1.072539999999999882e-01	1.030493878697539056e+00
-1.072276799999999919e-01	-5.022191998683545044e-01
-1.072013599999999955e-01	5.681383120278064164e-02
-1.071750399999999992e-01	5.825270127398745057e-01
-1.071487199999999890e-01	-9.057595997806306976e-01
-1.071223999999999926e-01	-3.948552402586662513e-01
-1.070960799999999963e-01	1.678799963162511955e-01
-1.070697599999999999e-01	7.046997943646921003e-01
-1.070434399999999897e-01	-8.058000511785072817e-01
-1.070171199999999934e-01	-2.726824586338486567e-01
-1.069907999999999970e-01	2.826483669335040916e-01
-1.069644800000000007e-01	8.120637539743803535e-01
-1.069381599999999904e-01	-7.058405025763837548e-01
-1.069118399999999941e-01	-1.653184990241604313e-01
-1.068855199999999978e-01	3.752035045280628367e-01
-1.068592000000000014e-01	9.231299190878509142e-01
-1.068328799999999912e-01	-5.984765429666956127e-01
-1.068065599999999948e-01	-3.944351189556049436e-02
-1.067802399999999985e-01	4.936740806490981237e-01
-1.067539199999999883e-01	1.015685056682409604e+00
-1.067275999999999919e-01	-4.948147888607897227e-01
-1.067012799999999956e-01	4.940942019521593620e-02
-1.066749599999999992e-01	5.751226017323098905e-01
-1.066486399999999890e-01	-8.724397502465895959e-01
-1.066223199999999927e-01	-3.837486237473191619e-01
-1.065959999999999963e-01	1.641777908124688323e-01
-1.065696800000000000e-01	7.158064108760392452e-01
-1.065433599999999897e-01	-8.132044621860718969e-01
-1.065170399999999934e-01	-2.837890751451956906e-01
-1.064907199999999970e-01	2.789461614297217285e-01
-1.064644000000000007e-01	8.231703704857273873e-01
-1.064380799999999905e-01	-7.058405025763837548e-01
-1.064117599999999941e-01	-1.579140880165957328e-01
-1.063854399999999978e-01	3.789057100318451998e-01
-1.063591200000000014e-01	9.157255080802861880e-01
-1.063327999999999912e-01	-5.799655154477838526e-01
-1.063064799999999949e-01	-6.535895042203695993e-02
-1.062801599999999985e-01	4.899718751453157606e-01
-1.062538399999999883e-01	1.030493878697539056e+00
-1.062275199999999920e-01	-4.688993503343132363e-01
-1.062011999999999956e-01	4.570721469143358695e-02
-1.061748799999999993e-01	5.936336292512216506e-01
-1.061485599999999890e-01	-8.650353392390248697e-01
-1.061222399999999927e-01	-3.837486237473191619e-01
-1.060959199999999963e-01	1.715822018200335308e-01
-1.060696000000000000e-01	7.009975888609097927e-01
-1.060432799999999898e-01	-8.058000511785072817e-01
-1.060169599999999934e-01	-2.689802531300662936e-01
-1.059906399999999971e-01	2.715417504221570022e-01
-1.059643200000000007e-01	8.083615484705979348e-01
-1.059379999999999905e-01	-6.947338860650367209e-01
-1.059116799999999942e-01	-1.653184990241604313e-01
-1.058853599999999978e-01	3.900123265431922892e-01
-1.058590400000000015e-01	9.157255080802861880e-01
-1.058327199999999912e-01	-5.799655154477838526e-01
-1.058063999999999949e-01	-4.684792290312519980e-02
-1.057800799999999986e-01	5.047806971604451576e-01
-1.057537599999999883e-01	1.030493878697539056e+00
-1.057274399999999920e-01	-4.837081723494426888e-01
-1.057011199999999956e-01	6.792044771412769633e-02
-1.056747999999999993e-01	5.788248072360921981e-01
-1.056484799999999891e-01	-8.724397502465895959e-01
-1.056221599999999927e-01	-3.726420072359721281e-01
