# Acquisizione Analog Discovery 2
# Timestamp 2025-10-04 11:55:36
# time	ch1	ch2
-4.095999999999999815e-04	-4.591639258555912581e-03	1.614460323805123887e-02	-1.499617728364928577e-02	2.290446764268191590e-02
-4.094999999999999790e-04	-2.046099896001938451e-03	1.665793050933453423e-02	-1.380039560546383534e-02	2.049957045884449533e-02
-4.093999999999999766e-04	-1.896362286439940521e-03	1.531501747681369985e-02	-1.185725037841247990e-02	1.787058612025376261e-02
-4.092999999999999742e-04	-4.217295234650916130e-03	1.829696171033745253e-02	-1.305303205659792340e-02	1.785807958494047346e-02
-4.091999999999999717e-04	-4.292164039431913686e-03	1.711272259987278027e-02	-1.447302279944314915e-02	1.861835456947737860e-02
-4.090999999999999693e-04	-2.345575115125935611e-03	1.725234604474730482e-02	-1.335197747614428991e-02	1.845791280602527770e-02
-4.089999999999999669e-04	-3.992688820307919995e-03	1.496552312164609391e-02	-1.394986831523701773e-02	2.020647699181589776e-02
-4.088999999999999644e-04	-2.195837505563937465e-03	1.666667712611434940e-02	-1.357618654080406349e-02	1.781564845294883112e-02
-4.087999999999999620e-04	-2.495312724687935493e-03	1.873755444399962181e-02	-1.215619579795884468e-02	1.796846004985445944e-02
-4.086999999999999596e-04	-1.821493481658941231e-03	1.727848093595993686e-02	-1.290355934682474622e-02	2.051972335005778150e-02
-4.085999999999999572e-04	1.547602733486020971e-03	1.560722797479416335e-02	-1.551933176785541546e-02	1.887577575021742379e-02
-4.084999999999999547e-04	5.743082713330321509e-04	1.637711252268751402e-02	-1.484670457387609992e-02	1.720819786252445610e-02
-4.084000000000000065e-04	5.743082713330321509e-04	1.456559079774707999e-02	-1.611722260694814154e-02	1.936364005371637650e-02
-4.083000000000000041e-04	1.250954426470367352e-04	1.657308552670149274e-02	-1.626669531672132046e-02	1.779117725872425559e-02
-4.082000000000000016e-04	-9.230678242869513753e-04	1.521679678917066576e-02	-1.252987757239179024e-02	1.852934152666177101e-02
-4.080999999999999992e-04	-3.989861908199575369e-04	1.609313622905775634e-02	-1.514564999342246122e-02	1.899891632861844259e-02
-4.079999999999999968e-04	-6.235926051629543231e-04	1.764761118938771439e-02	-1.312776841148451980e-02	2.115830953141746226e-02
-4.078999999999999944e-04	5.743082713330319340e-04	1.796055657532140762e-02	-1.118462318443316089e-02	2.008462192650886657e-02
-4.077999999999999919e-04	8.737834904570293115e-04	1.784973426248557746e-02	-1.507091363853587523e-02	2.008517811775060655e-02
-4.076999999999999895e-04	2.748330522090345024e-04	1.656022820472993068e-02	-1.297829570171133567e-02	2.089158520940593081e-02
-4.075999999999999871e-04	-3.019394358154928355e-03	1.678280744128267388e-02	-1.574354083251518557e-02	1.986413019910727301e-02
-4.074999999999999846e-04	-2.420443919906934468e-03	1.594705541835282278e-02	-1.469723186410292447e-02	1.856412543496226489e-02
-4.073999999999999822e-04	4.245706617710338958e-04	1.929829674771768588e-02	-1.238040486261861306e-02	1.939246401771151790e-02
-4.072999999999999798e-04	-2.719919139030932062e-03	1.891456299626903190e-02	-1.402460467012360372e-02	1.926241652053747172e-02
-4.071999999999999773e-04	-2.645050334249932772e-03	1.807178489012072758e-02	-1.178251402352589045e-02	1.948728061294803873e-02
-4.070999999999999749e-04	-1.222543043410947777e-03	1.664463358435385940e-02	-1.282882299193816023e-02	2.060677962322978590e-02
-4.069999999999999725e-04	-2.944525553373929065e-03	1.541570325519086952e-02	-1.394986831523701426e-02	2.081913938563719618e-02
-4.068999999999999700e-04	-2.345575115125936479e-03	1.897004731315476977e-02	-1.372565925057724762e-02	1.741549512356510565e-02
-4.067999999999999676e-04	-1.372280652972946791e-03	1.976890906881791782e-02	-1.357618654080406349e-02	1.910168246788225554e-02
-4.066999999999999652e-04	-2.270706310344936321e-03	1.585186720970672286e-02	-1.133409589420634675e-02	1.850762497288246239e-02
-4.065999999999999628e-04	-2.645050334249932772e-03	1.782192100834978019e-02	-1.432355008966995809e-02	1.800277637169164086e-02
-4.064999999999999603e-04	-3.393738382059924372e-03	1.672174265042269958e-02	-1.290355934682474968e-02	1.549477684675425529e-02
-4.063999999999999579e-04	-2.645050334249932772e-03	1.915588270495542991e-02	-1.073620505511362413e-02	1.775849654450134887e-02
-4.062999999999999555e-04	5.022663786603854961e-05	1.750009265995946736e-02	-1.477196821898951219e-02	1.870037414965939476e-02
-4.062000000000000072e-04	-9.979366290679501234e-04	1.652481898737476543e-02	-1.551933176785541373e-02	2.125576037351178948e-02
-4.061000000000000048e-04	-1.222543043410948644e-03	1.714234059122051596e-02	-1.514564999342246296e-02	1.517424098613368542e-02
-4.060000000000000024e-04	-4.142426429869916840e-03	1.717158106974304294e-02	-1.380039560546383361e-02	1.864458616742625807e-02
-4.058999999999999999e-04	-4.067557625088916683e-03	1.844281732518107675e-02	-1.178251402352588698e-02	1.827437602780348017e-02
-4.057999999999999975e-04	-5.487238003819562256e-04	1.848274099708738238e-02	-1.215619579795884121e-02	1.928777220651670468e-02
-4.056999999999999951e-04	-1.671755872096943301e-03	1.781012262964965648e-02	-1.058673234534044348e-02	1.864293841121681186e-02
-4.055999999999999927e-04	-3.019394358154928789e-03	1.538895455112172100e-02	-1.230566850773202360e-02	1.638346364102501174e-02
-4.054999999999999902e-04	-1.896362286439940521e-03	1.651260301208108336e-02	-1.178251402352588698e-02	1.665950297920202119e-02
-4.053999999999999878e-04	-3.768082405964920389e-03	1.830370024608262564e-02	-1.357618654080406349e-02	1.632694315691932477e-02
-4.052999999999999854e-04	-1.147674238629948704e-03	1.790976989434222427e-02	-1.626669531672132393e-02	1.780686779098223163e-02
-4.051999999999999829e-04	-2.495312724687932891e-03	1.885683475255903532e-02	-1.529512270319564535e-02	1.908573947021574568e-02
-4.050999999999999805e-04	-3.244000772497925358e-03	1.833842562512945362e-02	-1.686458615581404655e-02	1.867646405770032048e-02
-4.049999999999999781e-04	-1.896362286439940955e-03	1.634199254391134615e-02	-1.544459541296882947e-02	2.045374423805840225e-02
-4.048999999999999756e-04	-1.596887067315944011e-03	1.766967239832080080e-02	-1.716353157536040092e-02	1.742190837160468089e-02
-4.047999999999999732e-04	2.146553171734015292e-03	1.897004731315477324e-02	-1.350145018591747403e-02	1.894887183791305746e-02
-4.046999999999999708e-04	-8.481990195059521936e-04	1.969490758318016149e-02	-1.499617728364928404e-02	1.837116289586917042e-02
-4.045999999999999684e-04	-2.495312724687934192e-03	1.839031455153441671e-02	-1.357618654080406349e-02	1.461186527459098529e-02
-4.044999999999999659e-04	-1.821493481658941448e-03	1.695096538830931365e-02	-1.469723186410292447e-02	1.763841310080378755e-02
-4.043999999999999635e-04	-2.645050334249932772e-03	1.709961542684074881e-02	-1.424881373478337210e-02	1.580174701248234989e-02
-4.042999999999999611e-04	-2.270706310344936321e-03	1.838924772629031354e-02	-1.380039560546382840e-02	1.730852673613980652e-02
-4.041999999999999586e-04	1.023521100019026808e-03	1.590411500402516554e-02	-1.335197747614429511e-02	2.019209791120389966e-02
-4.040999999999999562e-04	-5.487238003819547077e-04	1.671503705499308157e-02	-1.536985905808223134e-02	1.818552215404749955e-02
-4.040000000000000080e-04	-2.495312724687932891e-03	1.671369561307005716e-02	-1.439828644455655796e-02	1.514107642843622210e-02
-4.039000000000000055e-04	-3.989861908199561274e-04	1.652278361869905648e-02	-1.417407737989678784e-02	1.625081846406341984e-02
-4.038000000000000031e-04	-1.372280652972946140e-03	1.684481556209167091e-02	-1.096041411977339251e-02	1.630554759910128951e-02
-4.037000000000000007e-04	-2.464216691496119116e-05	1.648287366016483457e-02	-1.432355008966997370e-02	1.625837826330107233e-02
-4.035999999999999983e-04	-1.743797764769600188e-04	1.520205504162407129e-02	-1.133409589420634848e-02	1.757893755852316109e-02
-4.034999999999999958e-04	-1.671755872096942867e-03	1.675606670858286254e-02	-1.238040486261861653e-02	1.735573841526182048e-02
