# Acquisizione Analog Discovery 2
# Timestamp 2025-10-02 12:02:52
# time	ch1	ch2
1.019999999999999992e-04	5.391691962153149831e+00	3.261254979837000079e+00
1.029999999999999964e-04	5.395394167656931472e+00	3.272384339730907143e+00
1.039999999999999936e-04	5.373180934634238071e+00	3.283513699624814652e+00
1.049999999999999908e-04	5.395394167656931472e+00	3.250125619943092570e+00
1.060000000000000016e-04	5.395394167656931472e+00	3.264964766468302138e+00
1.069999999999999988e-04	5.410202989672061591e+00	3.272384339730907143e+00
1.079999999999999960e-04	5.391691962153149831e+00	3.283513699624814652e+00
1.089999999999999932e-04	5.399096373160713114e+00	3.264964766468302138e+00
1.099999999999999904e-04	5.395394167656931472e+00	3.264964766468302138e+00
1.110000000000000011e-04	5.391691962153149831e+00	3.279803912993512149e+00
1.119999999999999983e-04	5.402798578664496532e+00	3.276094126362209646e+00
1.129999999999999955e-04	5.387989756649366413e+00	3.294643059518721717e+00
1.139999999999999927e-04	5.399096373160713114e+00	3.272384339730907143e+00
1.149999999999999899e-04	5.391691962153149831e+00	3.290933272887419658e+00
1.160000000000000007e-04	5.384287551145584771e+00	3.287223486256117155e+00
1.169999999999999979e-04	5.391691962153149831e+00	3.279803912993512149e+00
1.179999999999999951e-04	5.402798578664496532e+00	3.305772419412629226e+00
1.189999999999999923e-04	5.406500784168278173e+00	3.309482206043931729e+00
1.199999999999999895e-04	5.384287551145584771e+00	3.313191992675234232e+00
1.210000000000000002e-04	5.399096373160713114e+00	3.302062632781326723e+00
1.219999999999999974e-04	5.391691962153149831e+00	3.276094126362209646e+00
1.229999999999999811e-04	5.399096373160713114e+00	3.313191992675234232e+00
1.240000000000000054e-04	5.406500784168278173e+00	3.290933272887419658e+00
1.250000000000000026e-04	5.402798578664496532e+00	3.283513699624814652e+00
1.259999999999999998e-04	5.402798578664496532e+00	3.283513699624814652e+00
1.269999999999999970e-04	5.406500784168278173e+00	3.287223486256117155e+00
1.279999999999999942e-04	5.391691962153149831e+00	3.298352846150024220e+00
1.289999999999999914e-04	5.399096373160713114e+00	3.294643059518721717e+00
1.299999999999999886e-04	5.391691962153149831e+00	3.276094126362209646e+00
1.309999999999999858e-04	5.387989756649366413e+00	3.309482206043931729e+00
1.319999999999999830e-04	5.391691962153149831e+00	3.294643059518721717e+00
1.330000000000000073e-04	5.410202989672061591e+00	3.268674553099604640e+00
1.340000000000000045e-04	5.402798578664496532e+00	3.276094126362209646e+00
1.350000000000000017e-04	5.391691962153149831e+00	3.298352846150024220e+00
1.359999999999999989e-04	5.410202989672061591e+00	3.283513699624814652e+00
1.369999999999999961e-04	5.402798578664496532e+00	3.290933272887419658e+00
1.379999999999999933e-04	5.399096373160713114e+00	3.290933272887419658e+00
1.389999999999999905e-04	5.413905195175843232e+00	3.272384339730907143e+00
1.399999999999999877e-04	5.428714017190973351e+00	3.287223486256117155e+00
1.409999999999999849e-04	5.395394167656931472e+00	3.283513699624814652e+00
1.419999999999999821e-04	5.402798578664496532e+00	3.268674553099604640e+00
1.430000000000000064e-04	5.399096373160713114e+00	3.283513699624814652e+00
1.440000000000000036e-04	5.399096373160713114e+00	3.272384339730907143e+00
1.450000000000000009e-04	5.425011811687189933e+00	3.283513699624814652e+00
1.459999999999999981e-04	5.421309606183408292e+00	3.283513699624814652e+00
1.469999999999999953e-04	5.399096373160713114e+00	3.287223486256117155e+00
1.479999999999999925e-04	5.380585345641801354e+00	3.283513699624814652e+00
1.489999999999999897e-04	5.421309606183408292e+00	3.283513699624814652e+00
1.499999999999999869e-04	5.384287551145584771e+00	3.287223486256117155e+00
1.509999999999999841e-04	5.391691962153149831e+00	3.272384339730907143e+00
1.519999999999999813e-04	5.402798578664496532e+00	3.283513699624814652e+00
1.530000000000000056e-04	5.395394167656931472e+00	3.257545193205697576e+00
1.540000000000000028e-04	5.410202989672061591e+00	3.268674553099604640e+00
1.550000000000000000e-04	5.391691962153149831e+00	3.268674553099604640e+00
1.559999999999999972e-04	5.399096373160713114e+00	3.287223486256117155e+00
1.569999999999999944e-04	5.417607400679624874e+00	3.272384339730907143e+00
1.579999999999999916e-04	5.391691962153149831e+00	3.257545193205697576e+00
1.589999999999999888e-04	5.395394167656931472e+00	3.257545193205697576e+00
1.599999999999999860e-04	5.406500784168278173e+00	3.250125619943092570e+00
1.609999999999999832e-04	5.406500784168278173e+00	3.264964766468302138e+00
1.619999999999999804e-04	5.380585345641801354e+00	3.268674553099604640e+00
1.630000000000000047e-04	5.395394167656931472e+00	3.279803912993512149e+00
1.640000000000000019e-04	5.406500784168278173e+00	3.253835406574395073e+00
1.649999999999999991e-04	5.391691962153149831e+00	3.257545193205697576e+00
1.659999999999999963e-04	5.406500784168278173e+00	3.261254979837000079e+00
1.669999999999999935e-04	5.399096373160713114e+00	3.264964766468302138e+00
1.679999999999999907e-04	5.384287551145584771e+00	3.250125619943092570e+00
1.689999999999999879e-04	5.406500784168278173e+00	3.242706046680487564e+00
1.699999999999999851e-04	5.410202989672061591e+00	3.250125619943092570e+00
1.709999999999999823e-04	5.402798578664496532e+00	3.257545193205697576e+00
1.719999999999999795e-04	5.413905195175843232e+00	3.264964766468302138e+00
1.730000000000000038e-04	5.395394167656931472e+00	3.264964766468302138e+00
1.740000000000000010e-04	5.413905195175843232e+00	3.253835406574395073e+00
1.749999999999999982e-04	5.410202989672061591e+00	3.242706046680487564e+00
1.759999999999999954e-04	5.402798578664496532e+00	3.238996260049185061e+00
1.769999999999999926e-04	5.387989756649366413e+00	3.253835406574395073e+00
1.779999999999999898e-04	5.406500784168278173e+00	3.246415833311790067e+00
1.789999999999999870e-04	5.413905195175843232e+00	3.224157113523975493e+00
1.799999999999999842e-04	5.402798578664496532e+00	3.238996260049185061e+00
1.809999999999999814e-04	5.410202989672061591e+00	3.231576686786580499e+00
1.819999999999999786e-04	5.384287551145584771e+00	3.235286473417882558e+00
1.830000000000000029e-04	5.410202989672061591e+00	3.227866900155277996e+00
1.840000000000000001e-04	5.399096373160713114e+00	3.220447326892672990e+00
1.849999999999999973e-04	5.399096373160713114e+00	3.231576686786580499e+00
1.859999999999999945e-04	5.391691962153149831e+00	3.216737540261370487e+00
1.869999999999999917e-04	5.410202989672061591e+00	3.209317966998765481e+00
1.879999999999999890e-04	5.395394167656931472e+00	3.220447326892672990e+00
1.889999999999999862e-04	5.391691962153149831e+00	3.224157113523975493e+00
1.899999999999999834e-04	5.395394167656931472e+00	3.209317966998765481e+00
1.909999999999999806e-04	5.406500784168278173e+00	3.213027753630067984e+00
1.920000000000000049e-04	5.395394167656931472e+00	3.209317966998765481e+00
1.930000000000000021e-04	5.417607400679624874e+00	3.216737540261370487e+00
1.939999999999999993e-04	5.402798578664496532e+00	3.224157113523975493e+00
1.949999999999999965e-04	5.395394167656931472e+00	3.209317966998765481e+00
1.959999999999999937e-04	5.395394167656931472e+00	3.190769033842253410e+00
1.969999999999999909e-04	5.413905195175843232e+00	3.209317966998765481e+00
1.979999999999999881e-04	5.399096373160713114e+00	3.187059247210950907e+00
1.989999999999999853e-04	5.406500784168278173e+00	3.209317966998765481e+00
1.999999999999999825e-04	5.413905195175843232e+00	3.194478820473555913e+00
2.009999999999999797e-04	5.402798578664496532e+00	3.187059247210950907e+00
2.020000000000000040e-04	5.417607400679624874e+00	3.198188607104858416e+00
2.030000000000000012e-04	5.399096373160713114e+00	3.194478820473555913e+00
2.039999999999999984e-04	5.413905195175843232e+00	3.190769033842253410e+00
2.049999999999999956e-04	5.391691962153149831e+00	3.179639673948345902e+00
2.059999999999999928e-04	5.406500784168278173e+00	3.183349460579648404e+00
2.069999999999999900e-04	5.413905195175843232e+00	3.187059247210950907e+00
2.079999999999999872e-04	5.406500784168278173e+00	3.183349460579648404e+00
2.089999999999999844e-04	5.399096373160713114e+00	3.172220100685740896e+00
2.099999999999999816e-04	5.395394167656931472e+00	3.161090740791833831e+00
2.109999999999999788e-04	5.421309606183408292e+00	3.175929887317043399e+00
2.120000000000000031e-04	5.391691962153149831e+00	3.194478820473555913e+00
2.130000000000000003e-04	5.402798578664496532e+00	3.172220100685740896e+00
2.139999999999999975e-04	5.380585345641801354e+00	3.168510314054438837e+00
2.149999999999999947e-04	5.406500784168278173e+00	3.161090740791833831e+00
2.159999999999999919e-04	5.417607400679624874e+00	3.175929887317043399e+00
2.169999999999999891e-04	5.402798578664496532e+00	3.175929887317043399e+00
2.179999999999999863e-04	5.387989756649366413e+00	3.161090740791833831e+00
2.189999999999999835e-04	5.413905195175843232e+00	3.161090740791833831e+00
2.199999999999999807e-04	5.417607400679624874e+00	3.146251594266623819e+00
2.209999999999999779e-04	5.395394167656931472e+00	3.161090740791833831e+00
2.220000000000000022e-04	5.406500784168278173e+00	3.149961380897926322e+00
2.229999999999999994e-04	5.402798578664496532e+00	3.146251594266623819e+00
2.239999999999999966e-04	5.425011811687189933e+00	3.153671167529228825e+00
2.249999999999999938e-04	5.387989756649366413e+00	3.164800527423136334e+00
2.259999999999999910e-04	5.399096373160713114e+00	3.164800527423136334e+00
2.269999999999999882e-04	5.391691962153149831e+00	3.153671167529228825e+00
2.279999999999999854e-04	5.425011811687189933e+00	3.131412447741414251e+00
2.289999999999999826e-04	5.402798578664496532e+00	3.138832021004019257e+00
2.299999999999999799e-04	5.413905195175843232e+00	3.142541807635321316e+00
2.309999999999999771e-04	5.413905195175843232e+00	3.120283087847506742e+00
2.320000000000000014e-04	5.406500784168278173e+00	3.112863514584901736e+00
2.329999999999999986e-04	5.425011811687189933e+00	3.123992874478809245e+00
2.339999999999999958e-04	5.387989756649366413e+00	3.120283087847506742e+00
2.349999999999999930e-04	5.413905195175843232e+00	3.116573301216204239e+00
2.359999999999999902e-04	5.399096373160713114e+00	3.123992874478809245e+00
2.369999999999999874e-04	5.417607400679624874e+00	3.109153727953599677e+00
2.379999999999999846e-04	5.391691962153149831e+00	3.127702661110111748e+00
2.389999999999999818e-04	5.406500784168278173e+00	3.101734154690994671e+00
2.399999999999999790e-04	5.395394167656931472e+00	3.098024368059692168e+00
2.409999999999999762e-04	5.413905195175843232e+00	3.101734154690994671e+00
2.420000000000000005e-04	5.417607400679624874e+00	3.109153727953599677e+00
2.429999999999999977e-04	5.410202989672061591e+00	3.116573301216204239e+00
2.439999999999999949e-04	6.528689173117392386e-01	3.031248208696248003e+00
2.449999999999999921e-04	-1.357008549939016373e-01	2.979311195858013850e+00
2.459999999999999622e-04	-9.127438894851341855e-02	2.871727383550242596e+00
2.469999999999999865e-04	-8.016777243716635692e-02	2.760433784611169283e+00
2.480000000000000108e-04	-9.127438894851341855e-02	2.645430399040793468e+00
2.489999999999999809e-04	-1.060832109636428155e-01	2.567524879783441794e+00
2.500000000000000052e-04	-8.016777243716635692e-02	2.467360640738275546e+00
2.509999999999999753e-04	-8.757218344473106930e-02	2.359776828430504736e+00
2.519999999999999996e-04	-9.127438894851341855e-02	2.263322376016640991e+00
2.529999999999999697e-04	-8.757218344473106930e-02	2.174287496865382252e+00
2.539999999999999940e-04	-9.497659445229576780e-02	2.096381977608031022e+00
2.549999999999999641e-04	-8.386997794094870617e-02	2.003637311825469780e+00
2.559999999999999884e-04	-8.386997794094870617e-02	1.929441579199420609e+00
2.570000000000000127e-04	-8.757218344473106930e-02	1.844116486679464373e+00
2.579999999999999828e-04	-8.386997794094870617e-02	1.766210967422113143e+00
2.590000000000000071e-04	-1.134876219712075279e-01	1.680885874902156463e+00
2.599999999999999772e-04	-8.386997794094870617e-02	1.625239075432619806e+00
2.610000000000000015e-04	-9.127438894851341855e-02	1.558462916069175641e+00
2.619999999999999716e-04	-9.867879995607811705e-02	1.476847610180521908e+00
2.629999999999999959e-04	-9.497659445229576780e-02	1.421200810710985252e+00
2.639999999999999660e-04	-7.646556693338400768e-02	1.365554011241448595e+00
2.649999999999999903e-04	-8.016777243716635692e-02	1.306197425140609436e+00
2.660000000000000146e-04	-6.906115592581930918e-02	1.250550625671072336e+00
2.669999999999999847e-04	-6.906115592581930918e-02	1.168935319782418603e+00
2.680000000000000090e-04	-9.127438894851341855e-02	1.105868947050276940e+00
2.689999999999999791e-04	-6.535895042203695993e-02	1.065061294105949852e+00
2.700000000000000035e-04	-8.016777243716635692e-02	1.009414494636413195e+00
2.709999999999999735e-04	-7.646556693338400768e-02	9.760264149546913348e-01
2.719999999999999979e-04	-6.535895042203695993e-02	9.277991887477594624e-01
2.729999999999999680e-04	-7.646556693338400768e-02	8.832817491721300929e-01
2.739999999999999923e-04	-8.386997794094870617e-02	8.350545229651982204e-01
2.749999999999999624e-04	-5.425233391068989830e-02	7.831175101269639560e-01
2.759999999999999867e-04	-5.795453941447225449e-02	7.386000705513345865e-01
2.770000000000000110e-04	-6.535895042203695993e-02	7.200511373948222937e-01
2.779999999999999811e-04	-6.165674491825460374e-02	6.606945512939831344e-01
2.790000000000000054e-04	-6.535895042203695993e-02	6.198868983496561569e-01
2.799999999999999755e-04	-6.535895042203695993e-02	5.976281785618414721e-01
2.809999999999999998e-04	-5.055012840690754905e-02	5.568205256175144946e-01
2.819999999999999699e-04	-6.165674491825460374e-02	5.234324459357925230e-01
2.829999999999999942e-04	-6.535895042203695993e-02	4.937541528853728878e-01
2.839999999999999643e-04	-4.684792290312519980e-02	4.640758598349533082e-01
2.849999999999999886e-04	-4.314571739934284361e-02	4.306877801532312811e-01
2.860000000000000129e-04	-4.314571739934284361e-02	3.824605539462994086e-01
2.869999999999999830e-04	-6.165674491825460374e-02	3.490724742645773815e-01
2.880000000000000073e-04	-6.535895042203695993e-02	3.193941812141578018e-01
