-5.000000000000000104e-04	3.031618691563911852e-03
-4.989999999999999861e-04	3.387496116766108433e-04
-4.979999999999999618e-04	5.387879136465299930e-03
-4.969999999999999375e-04	2.695010056577999084e-03
-4.960000000000000216e-04	8.080748216352601210e-03
-4.949999999999999973e-04	2.695010056577999084e-03
-4.939999999999999730e-04	6.397705041423037801e-03
-4.929999999999999487e-04	7.744139581366688008e-03
-4.919999999999999244e-04	8.080748216352601210e-03
-4.910000000000000085e-04	8.417356851338512677e-03
-4.899999999999999842e-04	8.080748216352601210e-03
-4.889999999999999599e-04	1.685184151620261212e-03
-4.879999999999999898e-04	2.695010056577999084e-03
-4.869999999999999655e-04	1.011966881648436109e-03
-4.859999999999999954e-04	2.358401421592086315e-03
-4.849999999999999711e-04	6.734313676408950136e-03
-4.840000000000000010e-04	3.387496116766108433e-04
-4.829999999999999767e-04	9.427182756296250549e-03
-4.819999999999999524e-04	4.714661866493474393e-03
-4.809999999999999823e-04	6.397705041423037801e-03
-4.799999999999999580e-04	-6.710762932811269741e-04
-4.789999999999999879e-04	5.387879136465299930e-03
-4.779999999999999635e-04	4.378053231507562058e-03
-4.769999999999999934e-04	9.427182756296250549e-03
-4.759999999999999691e-04	-2.690728103196602609e-03
-4.749999999999999990e-04	2.021792786606173981e-03
-4.739999999999999747e-04	2.358401421592086315e-03
-4.730000000000000046e-04	3.368227326549824187e-03
-4.719999999999999803e-04	7.070922311394863338e-03
-4.709999999999999560e-04	6.734313676408950136e-03
-4.699999999999999859e-04	4.714661866493474393e-03
-4.689999999999999616e-04	4.714661866493474393e-03
-4.679999999999999915e-04	1.144683456621172629e-02
-4.669999999999999672e-04	1.011966881648436109e-03
-4.659999999999999971e-04	4.378053231507562058e-03
-4.649999999999999728e-04	8.417356851338512677e-03
-4.640000000000000027e-04	2.021792786606173981e-03
-4.629999999999999784e-04	4.041444596521649724e-03
-4.619999999999999541e-04	3.387496116766108433e-04
-4.609999999999999840e-04	6.397705041423037801e-03
-4.599999999999999597e-04	7.070922311394863338e-03
-4.589999999999999896e-04	7.744139581366688008e-03
-4.579999999999999653e-04	5.051270501479387595e-03
-4.569999999999999952e-04	6.397705041423037801e-03
-4.559999999999999709e-04	8.080748216352601210e-03
-4.550000000000000008e-04	5.051270501479387595e-03
-4.539999999999999765e-04	2.358401421592086315e-03
-4.530000000000000064e-04	9.763791391282163751e-03
-4.519999999999999821e-04	7.070922311394863338e-03
-4.509999999999999578e-04	7.070922311394863338e-03
-4.499999999999999877e-04	5.724487771451212265e-03
-4.489999999999999634e-04	4.378053231507562058e-03
